443211,d005,1993-05-03,2002-07-22
443212,d004,1987-05-18,9999-01-01
443213,d007,1997-04-06,9999-01-01
443214,d007,1999-08-25,9999-01-01
443215,d004,1989-11-29,9999-01-01
443216,d001,1993-05-24,9999-01-01
443217,d009,1989-10-27,9999-01-01
443218,d004,1998-03-11,2002-02-02
443218,d006,2002-02-02,9999-01-01
443219,d004,1990-08-12,9999-01-01
443220,d006,1999-03-28,2000-05-21
443221,d005,1989-03-26,9999-01-01
443222,d003,1991-01-09,9999-01-01
443223,d007,1988-07-24,9999-01-01
443224,d003,1987-02-22,9999-01-01
443225,d002,1985-02-13,9999-01-01
443226,d005,1985-05-17,9999-01-01
443227,d001,2001-01-15,9999-01-01
443227,d003,1997-10-19,2001-01-15
443228,d007,1993-08-08,9999-01-01
443229,d005,1994-04-05,1995-02-22
443230,d007,1989-01-22,9999-01-01
443231,d002,1990-09-11,1991-01-13
443232,d005,1993-09-20,9999-01-01
443233,d003,1985-09-26,9999-01-01
443234,d001,1995-02-17,9999-01-01
443235,d001,1995-05-17,9999-01-01
443236,d004,1995-06-22,9999-01-01
443236,d005,1993-11-08,1995-06-22
443237,d005,1990-10-28,9999-01-01
443238,d005,1997-06-23,9999-01-01
443239,d007,1988-03-10,1999-02-09
443240,d005,1987-11-06,9999-01-01
443241,d006,1985-04-30,9999-01-01
443242,d007,1997-10-07,9999-01-01
443243,d006,1988-03-14,9999-01-01
443244,d004,1998-08-26,1999-07-08
443245,d002,1989-03-10,9999-01-01
443246,d004,2001-09-12,9999-01-01
443246,d009,1995-03-22,2001-09-12
443247,d009,1996-09-10,9999-01-01
443248,d007,1986-07-12,9999-01-01
443249,d008,1991-09-22,9999-01-01
443250,d005,1986-12-05,9999-01-01
443251,d004,1989-08-04,9999-01-01
443252,d005,1996-11-11,9999-01-01
443253,d007,1990-10-25,1992-06-26
443254,d008,1987-10-10,9999-01-01
443255,d006,1994-04-27,9999-01-01
443256,d005,1995-04-17,1997-10-23
443256,d008,1997-10-23,9999-01-01
443257,d005,1990-09-07,9999-01-01
443258,d005,1990-08-31,9999-01-01
443259,d004,1995-06-19,9999-01-01
443260,d007,1994-12-18,9999-01-01
443261,d005,1990-08-19,9999-01-01
443262,d005,1989-04-18,1995-06-07
443263,d001,1990-01-09,9999-01-01
443264,d005,1985-10-18,9999-01-01
443265,d005,1991-04-28,9999-01-01
443266,d004,2000-05-22,9999-01-01
443266,d005,1987-09-15,2000-05-22
443267,d003,1988-08-22,1993-12-21
443268,d005,1998-01-17,9999-01-01
443269,d002,1995-09-07,1997-01-03
443270,d007,1997-09-23,9999-01-01
443271,d001,1993-07-07,9999-01-01
443272,d005,1997-09-23,9999-01-01
443273,d008,1993-07-13,9999-01-01
443274,d009,1987-10-15,9999-01-01
443275,d004,1987-01-18,9999-01-01
443276,d005,1994-05-01,1997-08-13
443277,d005,1992-05-07,2000-09-01
443277,d008,2000-09-01,9999-01-01
443278,d009,1998-07-21,9999-01-01
443279,d008,1992-05-26,9999-01-01
443280,d005,1996-10-11,1996-12-09
443281,d006,1991-06-21,9999-01-01
443282,d004,1998-10-07,9999-01-01
443283,d003,1988-05-17,9999-01-01
443284,d007,1996-09-20,2001-08-09
443285,d004,1993-01-22,9999-01-01
443286,d005,1991-11-05,1994-02-08
443287,d005,1996-06-21,9999-01-01
443287,d006,1985-11-22,1996-06-21
443288,d005,1994-03-01,9999-01-01
443289,d001,1995-12-13,9999-01-01
443290,d004,1996-12-08,9999-01-01
443291,d003,1997-05-26,9999-01-01
443292,d005,1988-11-01,9999-01-01
443293,d006,1997-04-06,9999-01-01
443294,d005,1995-11-20,9999-01-01
443295,d005,1993-04-09,1994-10-25
443296,d009,1991-12-07,9999-01-01
443297,d005,1987-04-30,1998-10-21
443297,d008,1998-10-21,9999-01-01
443298,d004,1990-09-11,9999-01-01
443299,d004,1996-01-16,9999-01-01
443300,d001,1986-08-09,9999-01-01
443301,d005,1990-01-18,9999-01-01
443302,d001,1999-05-22,9999-01-01
443303,d007,1988-12-23,9999-01-01
443304,d004,1997-01-20,1999-09-23
443305,d005,1999-03-12,9999-01-01
443306,d005,1986-07-06,9999-01-01
443307,d004,1989-12-02,1996-08-04
443307,d006,1996-08-04,9999-01-01
443308,d004,1995-04-06,9999-01-01
443309,d007,1985-09-10,9999-01-01
443310,d006,1988-02-17,9999-01-01
443311,d007,1989-12-29,1990-05-09
443312,d005,1991-01-03,9999-01-01
443313,d008,1996-12-24,9999-01-01
443314,d003,1999-11-19,9999-01-01
443315,d005,1998-11-21,9999-01-01
443316,d001,1997-03-13,9999-01-01
443316,d007,1990-06-05,1997-03-13
443317,d007,1992-01-09,9999-01-01
443318,d006,1995-07-26,2001-04-03
443319,d003,1999-11-20,9999-01-01
443320,d002,1985-05-18,9999-01-01
443321,d004,1999-04-15,9999-01-01
443322,d004,1987-09-05,1992-01-12
443323,d004,1997-11-15,9999-01-01
443324,d005,1995-07-13,9999-01-01
443325,d001,1985-05-16,9999-01-01
443326,d004,1997-05-26,9999-01-01
443326,d009,1995-09-11,1997-05-26
443327,d005,1997-08-30,1997-09-05
443328,d005,1997-09-14,9999-01-01
443329,d008,1993-07-15,9999-01-01
443330,d008,1987-01-11,1990-02-04
443331,d008,1997-12-28,9999-01-01
443332,d005,1986-10-19,9999-01-01
443333,d003,1989-06-30,9999-01-01
443334,d005,1985-04-01,9999-01-01
443335,d009,1998-05-12,2001-05-12
443336,d004,2001-10-08,9999-01-01
443336,d006,1995-07-19,2001-10-08
443337,d004,1996-04-05,9999-01-01
443338,d005,1999-10-07,2002-03-27
443339,d008,1996-10-02,1998-09-07
443340,d005,1990-08-09,9999-01-01
443341,d007,1995-10-04,9999-01-01
443342,d008,1990-12-31,9999-01-01
443343,d004,1990-12-20,9999-01-01
443344,d005,1995-07-06,9999-01-01
443345,d004,1997-02-18,1998-09-21
443346,d002,1990-01-02,1996-10-25
443346,d007,1996-10-25,9999-01-01
443347,d002,1994-10-26,1999-07-25
443348,d004,1991-10-19,9999-01-01
443349,d002,1990-06-20,9999-01-01
443350,d009,1996-09-26,9999-01-01
443351,d003,1998-02-13,9999-01-01
443352,d002,1997-09-30,2001-11-26
443353,d005,1994-07-22,9999-01-01
443354,d004,1991-04-28,9999-01-01
443355,d007,1995-08-23,9999-01-01
443356,d005,1995-06-02,2001-02-21
443356,d008,2001-02-21,9999-01-01
443357,d006,1999-02-05,9999-01-01
443358,d005,1998-03-20,9999-01-01
443359,d005,1995-09-04,9999-01-01
443360,d004,1995-02-13,1998-04-08
443361,d006,1989-05-14,1990-03-05
443362,d004,1993-09-24,9999-01-01
443363,d001,1997-12-21,9999-01-01
443364,d005,1987-11-03,9999-01-01
443365,d009,1985-11-08,9999-01-01
443366,d001,1993-02-11,1997-02-07
443366,d009,1997-02-07,9999-01-01
443367,d004,1989-01-30,9999-01-01
443368,d002,2000-02-01,9999-01-01
443369,d006,1987-01-26,1989-07-10
443370,d002,1989-05-07,9999-01-01
443371,d005,1995-01-02,9999-01-01
443372,d001,1997-04-12,9999-01-01
443373,d005,1990-10-14,9999-01-01
443374,d005,1986-10-31,9999-01-01
443375,d002,1992-03-11,1996-05-15
443375,d007,1996-05-15,9999-01-01
443376,d005,1990-12-21,1998-07-31
443377,d001,1987-07-30,9999-01-01
443378,d004,1989-06-07,9999-01-01
443379,d005,1997-09-06,9999-01-01
443380,d005,1992-04-01,1999-08-18
443381,d003,1990-05-26,9999-01-01
443382,d001,1993-08-21,9999-01-01
443383,d007,1987-11-24,9999-01-01
443384,d003,1998-02-28,1999-06-12
443385,d005,1990-05-12,9999-01-01
443386,d005,1994-03-27,1995-03-20
443386,d008,1995-03-20,9999-01-01
443387,d007,1998-06-16,1998-07-09
443388,d007,1990-04-14,9999-01-01
443389,d003,1991-06-28,9999-01-01
443390,d001,1986-07-05,9999-01-01
443391,d007,1998-09-22,9999-01-01
443392,d005,1999-06-10,9999-01-01
443393,d005,1986-07-31,1990-12-01
443394,d007,1990-11-03,9999-01-01
443395,d004,1996-05-26,9999-01-01
443395,d008,1990-06-24,1996-05-26
443396,d005,1988-02-18,9999-01-01
443397,d009,1986-08-20,9999-01-01
443398,d006,1992-09-06,9999-01-01
443399,d004,1994-05-04,9999-01-01
443400,d003,1987-06-19,9999-01-01
443401,d009,1988-06-30,1997-05-25
443402,d003,1997-11-16,9999-01-01
443403,d007,1996-01-07,9999-01-01
443404,d007,1988-03-15,9999-01-01
443405,d005,2001-05-10,9999-01-01
443405,d008,1988-07-24,2001-05-10
443406,d005,1995-09-30,9999-01-01
443407,d005,1996-07-06,9999-01-01
443408,d005,1991-02-10,1994-05-19
443409,d005,1985-04-15,9999-01-01
443410,d006,1999-11-05,9999-01-01
443411,d007,1986-08-15,9999-01-01
443412,d007,1994-12-07,1997-03-02
443413,d006,1989-05-13,9999-01-01
443414,d005,1998-10-12,2001-04-21
443414,d008,2001-04-21,9999-01-01
443415,d009,1996-01-13,9999-01-01
443416,d001,1986-03-08,1995-12-11
443417,d002,1988-01-25,9999-01-01
443418,d005,1992-06-12,9999-01-01
443419,d004,1986-04-18,9999-01-01
443420,d006,1993-05-25,9999-01-01
443421,d005,1994-03-23,2002-06-14
443422,d004,1991-11-20,9999-01-01
443423,d005,1989-08-30,9999-01-01
443424,d004,1996-06-29,9999-01-01
443424,d005,1994-09-16,1996-06-29
443425,d005,1985-09-19,1994-11-27
443426,d004,1989-01-24,9999-01-01
443427,d007,1992-09-12,9999-01-01
443428,d008,1986-04-20,9999-01-01
443429,d005,1998-03-06,9999-01-01
443430,d008,1991-03-01,9999-01-01
443431,d007,1999-01-06,2001-06-05
443432,d007,1985-11-09,9999-01-01
443433,d004,1996-11-02,1999-06-16
443433,d006,1999-06-16,9999-01-01
443434,d007,1992-05-24,9999-01-01
443435,d006,1985-02-27,1991-01-29
443436,d004,1989-03-18,9999-01-01
443437,d006,1988-01-13,9999-01-01
443438,d005,1989-11-15,9999-01-01
443439,d005,1997-01-27,9999-01-01
443440,d007,1990-02-16,9999-01-01
443441,d001,1986-12-04,9999-01-01
443442,d001,1999-02-03,1999-06-12
443442,d007,1998-11-03,1999-02-03
443443,d005,1991-12-25,1992-05-01
443444,d006,1992-08-22,9999-01-01
443445,d007,1995-06-28,9999-01-01
443446,d005,1996-06-02,9999-01-01
443447,d003,1986-08-24,9999-01-01
443448,d005,1987-06-01,9999-01-01
443449,d004,1993-07-27,9999-01-01
443450,d007,1987-02-08,9999-01-01
443451,d001,2000-10-10,9999-01-01
443451,d007,1998-05-15,2000-10-10
443452,d005,1993-05-08,1998-01-23
443453,d008,1991-02-08,9999-01-01
443454,d005,1992-05-16,1998-09-22
443455,d004,1998-12-17,9999-01-01
443456,d005,1988-01-29,9999-01-01
443457,d007,1996-04-25,9999-01-01
443458,d005,1996-03-12,2000-12-04
443459,d001,1989-12-15,9999-01-01
443460,d004,1990-12-18,9999-01-01
443461,d004,1997-08-06,1999-01-28
443461,d006,1999-01-28,1999-06-09
443462,d001,1992-08-30,9999-01-01
443463,d005,1994-05-02,9999-01-01
443464,d004,1995-01-28,9999-01-01
443465,d004,1986-06-19,1986-08-06
443466,d007,1996-09-21,9999-01-01
443467,d007,1995-09-05,9999-01-01
443468,d003,1999-10-16,9999-01-01
443469,d004,1994-08-29,1997-03-09
443469,d009,1997-03-09,9999-01-01
443470,d008,1988-09-01,9999-01-01
443471,d007,1995-06-08,9999-01-01
443472,d005,1988-11-16,9999-01-01
443473,d007,1990-11-22,1992-03-15
443474,d007,1998-03-12,9999-01-01
443475,d007,1997-08-08,9999-01-01
443476,d005,1994-06-12,9999-01-01
443477,d004,1986-04-15,9999-01-01
443478,d004,1993-10-20,9999-01-01
443479,d008,1992-08-28,9999-01-01
443480,d004,1990-08-16,1999-11-06
443480,d006,1999-11-06,9999-01-01
443481,d007,1987-10-19,9999-01-01
443482,d007,1998-09-17,1999-03-12
443483,d004,1998-11-16,9999-01-01
443484,d007,1996-08-22,9999-01-01
443485,d008,1990-04-14,9999-01-01
443486,d008,1994-11-17,9999-01-01
443487,d002,1989-09-15,9999-01-01
443488,d006,1992-10-31,9999-01-01
443489,d009,1985-11-09,2000-11-04
443490,d007,1987-04-08,9999-01-01
443491,d004,1989-11-17,1996-06-10
443491,d006,1996-06-10,9999-01-01
443492,d005,1989-04-02,9999-01-01
443493,d004,1998-06-08,9999-01-01
443494,d004,1991-04-28,1998-04-13
443495,d003,1991-04-03,9999-01-01
443496,d001,1985-07-22,9999-01-01
443497,d004,1987-03-08,9999-01-01
443498,d005,1987-07-18,9999-01-01
443499,d005,1991-05-02,9999-01-01
443500,d002,1992-07-14,9999-01-01
443501,d004,1989-07-11,9999-01-01
443502,d004,1992-12-25,1998-05-29
443502,d006,1998-05-29,1999-12-03
443503,d005,1993-05-17,9999-01-01
443504,d001,1994-10-14,9999-01-01
443505,d007,1993-02-28,9999-01-01
443506,d004,1985-12-04,9999-01-01
443507,d005,1996-11-23,2001-05-10
443508,d004,1996-02-06,9999-01-01
443509,d004,1991-03-08,9999-01-01
443510,d005,1986-03-05,1987-08-15
443510,d008,1987-08-15,9999-01-01
443511,d003,1996-02-08,9999-01-01
443512,d007,1993-08-06,9999-01-01
443513,d001,1990-12-25,9999-01-01
443514,d008,1995-02-06,9999-01-01
443515,d004,1986-06-25,1990-11-21
443516,d006,1999-01-01,9999-01-01
443517,d001,1995-03-28,9999-01-01
443518,d005,1986-02-25,9999-01-01
443519,d004,1986-04-18,1991-09-08
443519,d006,1991-09-08,9999-01-01
443520,d004,1985-03-23,9999-01-01
443521,d001,1997-06-11,9999-01-01
443522,d002,1998-06-19,9999-01-01
443523,d002,1990-05-09,1991-06-11
443524,d004,1994-01-26,9999-01-01
443525,d007,2000-01-30,9999-01-01
443526,d001,1998-03-07,9999-01-01
443527,d001,1992-08-19,9999-01-01
443528,d007,1991-02-03,9999-01-01
443529,d005,1985-05-24,9999-01-01
443530,d004,1989-04-04,2001-04-20
443530,d009,2001-04-20,9999-01-01
443531,d004,1992-10-06,9999-01-01
443532,d002,1991-05-05,1991-05-26
443533,d006,1992-03-11,9999-01-01
443534,d005,1997-11-20,9999-01-01
443535,d004,1988-07-11,9999-01-01
443536,d005,1995-07-20,9999-01-01
443537,d007,1986-11-07,1992-12-28
443538,d004,1992-01-23,1992-03-31
443538,d009,1992-03-31,9999-01-01
443539,d007,1992-08-21,9999-01-01
443540,d006,1999-03-05,9999-01-01
443541,d005,1997-10-26,9999-01-01
443542,d004,1985-07-14,9999-01-01
443543,d008,1992-02-24,1992-03-09
443544,d009,1992-10-03,9999-01-01
443545,d004,1995-08-31,9999-01-01
443546,d004,1988-02-23,9999-01-01
443547,d002,1987-07-29,9999-01-01
443548,d004,1990-06-27,1998-03-24
443548,d006,1998-03-24,1999-09-10
443549,d005,1994-07-04,9999-01-01
443550,d005,1992-06-21,9999-01-01
443551,d007,1996-11-26,2000-08-16
443552,d009,1999-12-25,9999-01-01
443553,d004,1986-04-14,1993-11-10
443554,d005,1999-10-21,9999-01-01
443555,d007,1996-03-11,9999-01-01
443556,d006,1990-02-20,9999-01-01
443557,d007,1985-12-10,9999-01-01
443558,d001,1997-12-24,9999-01-01
443558,d007,1996-10-27,1997-12-24
443559,d009,1999-02-16,9999-01-01
443560,d005,1995-04-29,9999-01-01
443561,d007,1993-12-21,1997-02-02
443562,d004,1992-08-04,9999-01-01
443563,d004,1997-08-12,9999-01-01
443564,d007,1988-05-18,1991-03-31
443565,d004,1992-04-21,9999-01-01
443566,d001,1994-03-23,9999-01-01
443567,d007,1988-09-05,9999-01-01
443568,d004,1996-07-15,1997-12-31
443568,d009,1997-12-31,9999-01-01
443569,d007,1995-07-18,9999-01-01
443570,d009,1993-03-09,9999-01-01
443571,d007,1985-07-17,9999-01-01
443572,d005,1988-12-19,1996-01-02
443573,d004,1997-02-07,9999-01-01
443574,d007,1993-02-21,9999-01-01
443575,d003,1996-11-06,9999-01-01
443576,d005,1991-07-12,9999-01-01
443577,d004,1993-06-18,9999-01-01
443578,d004,1999-04-03,9999-01-01
443579,d004,1999-03-25,9999-01-01
443579,d005,1993-04-08,1999-03-25
443580,d006,1994-04-22,1998-12-01
443581,d006,1985-03-08,9999-01-01
443582,d001,1993-01-29,9999-01-01
443583,d005,1999-09-22,9999-01-01
443584,d007,1989-08-31,9999-01-01
443585,d007,1989-11-14,9999-01-01
443586,d005,1996-07-05,2001-07-15
443587,d004,2001-04-24,9999-01-01
443587,d005,1994-08-01,2001-04-24
443588,d005,1988-09-25,9999-01-01
443589,d005,1985-05-13,9999-01-01
443590,d005,1992-09-29,9999-01-01
443591,d006,1988-11-05,9999-01-01
443592,d005,1986-12-27,9999-01-01
443593,d005,1990-11-29,1993-06-14
443594,d009,1996-12-06,1999-10-21
443595,d002,1994-05-26,9999-01-01
443596,d002,1999-10-16,2000-07-05
443596,d007,2000-07-05,9999-01-01
443597,d007,1989-12-12,9999-01-01
443598,d007,1988-12-11,9999-01-01
443599,d009,1999-11-22,9999-01-01
443600,d005,1986-12-25,1991-12-02
443601,d007,1990-05-20,9999-01-01
443602,d001,1985-09-23,1988-12-16
443603,d007,1996-07-23,9999-01-01
443604,d005,1991-02-17,9999-01-01
443605,d008,1986-12-28,9999-01-01
443606,d007,1990-10-08,9999-01-01
443607,d005,1998-09-17,2000-02-14
443607,d008,2000-02-14,2002-04-12
443608,d004,1997-06-12,9999-01-01
443609,d005,1990-08-01,9999-01-01
443610,d005,1998-07-27,9999-01-01
443611,d005,1990-02-21,1992-12-24
443612,d007,1989-05-28,9999-01-01
443613,d007,1985-02-15,9999-01-01
443614,d005,1987-05-24,9999-01-01
443615,d008,1992-11-23,9999-01-01
443616,d001,1989-01-19,9999-01-01
443616,d003,1987-08-31,1989-01-19
443617,d001,1986-12-07,9999-01-01
443618,d009,1999-03-18,1999-04-19
443619,d004,1994-04-05,1998-08-15
443620,d002,1996-03-28,1997-04-23
443621,d009,1989-04-21,9999-01-01
443622,d008,1991-07-01,9999-01-01
443623,d004,1990-10-01,9999-01-01
443624,d006,1988-11-21,9999-01-01
443625,d004,1998-07-14,1998-08-20
443625,d005,1996-09-11,1998-07-14
443626,d007,1996-06-05,9999-01-01
443627,d005,1995-02-18,9999-01-01
443628,d004,1990-02-26,9999-01-01
443629,d005,1994-10-02,9999-01-01
443630,d009,1999-02-26,9999-01-01
443631,d007,1988-05-01,1995-01-26
443632,d007,1999-11-25,2002-04-25
443633,d008,1990-11-12,9999-01-01
443634,d005,1987-12-24,9999-01-01
443635,d001,1993-11-17,9999-01-01
443635,d007,1987-12-11,1993-11-17
443636,d009,1997-01-30,9999-01-01
443637,d007,1995-01-13,9999-01-01
443638,d004,1995-09-15,9999-01-01
443639,d006,1988-12-12,9999-01-01
443640,d005,1993-01-12,9999-01-01
443641,d007,1997-01-29,1998-09-13
443642,d003,1997-12-17,9999-01-01
443643,d005,1994-09-27,9999-01-01
443644,d005,1986-10-19,9999-01-01
443645,d004,1988-12-13,9999-01-01
443646,d001,1993-08-05,2000-05-28
443646,d007,1990-12-04,1993-08-05
443647,d004,1988-04-01,9999-01-01
443648,d005,1990-01-13,9999-01-01
443649,d005,1985-02-23,1993-06-14
443650,d001,1997-10-27,9999-01-01
443651,d009,1993-06-12,1996-07-27
443652,d006,1986-05-25,9999-01-01
443653,d007,1989-09-26,9999-01-01
443654,d005,1995-07-20,9999-01-01
443655,d004,1996-10-22,9999-01-01
443656,d001,1985-08-31,1991-01-06
443656,d009,1991-01-06,9999-01-01
443657,d006,1990-06-16,9999-01-01
443658,d004,1999-11-07,2002-05-01
443659,d005,1996-09-14,9999-01-01
443660,d009,1995-09-11,9999-01-01
443661,d004,1998-10-04,9999-01-01
443662,d005,1989-12-14,9999-01-01
443663,d008,1995-11-07,9999-01-01
443664,d005,1995-10-10,1995-11-27
443665,d009,1989-06-11,9999-01-01
443666,d005,1985-11-25,1991-01-07
443666,d008,1991-01-07,9999-01-01
443667,d005,1998-01-20,9999-01-01
443668,d005,1998-02-24,9999-01-01
443669,d005,1999-09-06,9999-01-01
443670,d007,1999-07-07,9999-01-01
443671,d007,1995-07-05,1999-07-02
443672,d005,1985-05-25,9999-01-01
443673,d004,1989-11-17,9999-01-01
443674,d005,2000-08-17,9999-01-01
443674,d006,1997-09-28,2000-08-17
443675,d002,1986-10-24,1997-10-20
443676,d007,1989-08-26,9999-01-01
443677,d003,1987-10-08,9999-01-01
443678,d005,1989-12-27,9999-01-01
443679,d004,1993-10-02,9999-01-01
443680,d004,1991-01-17,9999-01-01
443681,d004,1992-07-27,2002-06-26
443682,d002,1999-03-25,9999-01-01
443683,d002,1996-07-15,2000-12-26
443684,d002,1996-12-01,9999-01-01
443684,d003,1996-04-30,1996-12-01
443685,d007,1992-10-31,9999-01-01
443686,d004,1989-12-06,9999-01-01
443687,d005,1997-11-26,9999-01-01
443688,d001,1990-03-30,9999-01-01
443689,d007,1994-11-03,9999-01-01
443690,d001,1994-03-04,9999-01-01
443691,d009,1990-12-25,9999-01-01
443692,d008,1996-03-25,2000-04-02
443693,d004,1998-01-04,9999-01-01
443694,d007,1995-12-25,9999-01-01
443695,d005,1989-05-07,2001-10-18
443695,d008,2001-10-18,9999-01-01
443696,d007,1989-12-21,9999-01-01
443697,d005,1999-11-04,9999-01-01
443698,d004,1987-08-26,9999-01-01
443699,d007,1994-12-08,1995-11-04
443700,d006,1993-06-14,9999-01-01
443701,d004,1990-04-23,2001-01-20
443702,d005,1985-07-16,1988-08-02
443703,d005,1985-11-13,9999-01-01
443704,d007,1999-08-09,1999-08-26
443704,d009,1999-08-26,9999-01-01
443705,d008,1999-07-09,9999-01-01
443706,d004,1997-02-21,9999-01-01
443707,d004,1996-04-29,1998-02-09
443708,d007,1987-02-12,9999-01-01
443709,d004,1992-08-26,9999-01-01
443710,d004,1990-02-21,9999-01-01
443711,d007,1999-09-30,9999-01-01
443712,d005,1992-06-19,9999-01-01
443713,d004,1994-09-15,9999-01-01
443713,d005,1992-11-08,1994-09-15
443714,d001,1993-09-07,9999-01-01
443715,d004,1989-07-15,9999-01-01
443716,d007,1986-04-28,1992-09-12
443717,d004,1990-11-20,9999-01-01
443718,d007,1991-08-12,9999-01-01
443719,d003,1993-06-25,9999-01-01
443720,d006,1994-02-07,9999-01-01
443721,d004,1999-09-03,9999-01-01
443722,d009,1986-12-07,9999-01-01
443723,d001,1993-09-15,9999-01-01
443724,d004,1985-11-23,1986-01-17
443724,d009,1986-01-17,1996-03-10
443725,d005,1987-12-05,9999-01-01
443726,d004,1991-10-04,9999-01-01
443727,d003,1998-11-01,9999-01-01
443728,d005,1988-12-08,9999-01-01
443729,d007,1989-02-17,9999-01-01
443730,d008,1991-11-13,9999-01-01
443731,d007,1988-08-05,9999-01-01
443732,d007,1986-07-23,1989-01-26
443733,d007,1986-01-11,9999-01-01
443734,d005,1995-02-25,9999-01-01
443735,d005,1998-07-19,1999-05-29
443735,d008,1999-05-29,9999-01-01
443736,d005,1985-10-19,9999-01-01
443737,d005,1990-09-11,9999-01-01
443738,d004,1993-07-14,9999-01-01
443739,d009,1999-03-15,9999-01-01
443740,d006,1996-11-30,1998-11-26
443741,d007,1986-11-18,9999-01-01
443742,d009,1993-05-14,9999-01-01
443743,d006,1998-11-22,9999-01-01
443744,d005,1986-08-19,9999-01-01
443745,d007,1999-03-13,2001-10-24
443745,d009,2001-10-24,9999-01-01
443746,d004,1999-12-22,9999-01-01
443747,d001,1994-03-26,9999-01-01
443748,d004,1988-05-01,9999-01-01
443749,d004,1997-12-15,2001-07-23
443750,d007,1997-08-16,9999-01-01
443751,d005,1989-12-16,9999-01-01
443752,d005,1996-04-07,9999-01-01
443753,d007,1994-04-26,9999-01-01
443754,d004,1992-04-29,1993-05-23
443755,d008,1987-02-07,9999-01-01
443756,d004,1988-09-11,9999-01-01
443756,d005,1987-08-01,1988-09-11
443757,d004,1992-05-20,9999-01-01
443758,d003,1990-09-21,9999-01-01
443759,d007,1989-04-23,9999-01-01
443760,d008,1990-02-04,9999-01-01
443761,d002,1993-07-19,9999-01-01
443762,d003,1989-09-18,9999-01-01
443763,d005,1997-01-31,1997-07-10
443764,d007,1985-11-18,9999-01-01
443765,d002,1998-03-22,9999-01-01
443766,d005,1987-10-08,9999-01-01
443767,d007,1993-05-24,1996-07-30
443767,d009,1996-07-30,9999-01-01
443768,d005,2000-01-22,9999-01-01
